Airportname,Year,month,value
Zabaykalsk,2010,1,21.3
Magadan (Falcon),2010,1,262.0
Mineral water,2010,1,128.0
Peaceful,2010,1,701.6
Moscow (Vnukovo),2010,1,1874.24
Moscow (Domodedovo),2010,1,7345.6
Moscow (Sheremetyevo),2010,1,9871.2
Murmansk,2010,1,62.1
Nadym,2010,1,47.41
Nizhnevartovsk,2010,1,123.5
Nizhny Novgorod (Strigino),2010,1,40.33
Nikolaevsk-on-Amur,2010,1,8.58
Novokuznetsk,2010,1,48.0
Novosibirsk (Tolmachyovo),2010,1,929.6
New Urengoy,2010,1,88.3
Norilsk,2010,1,763.06
Noyabrsk,2010,1,41.1
Omsk (central),2010,1,147.0
Orenburg (central),2010,1,50.69
Perm (Bolshoye Savino),2010,1,84.95
Petropavlovsk (Yelizovo),2010,1,424.24
Polar,2010,1,142.8
Rostov-on-Don,2010,1,189.0
Saint Petersburg (Pulkovo),2010,1,1282.0
Saratov (central),2010,1,40.3
Sochi,2010,1,143.0
Stavropol (Shpakovskoye),2010,1,49.0
Surgut,2010,1,240.9
Syktyvkar,2010,1,31.88
Tiksi,2010,1,1.5
Tomsk (Bogashevo),2010,1,83.0
Tyumen (Roschino),2010,1,247.7
Ufa,2010,1,156.08
Khabarovsk (MVL),2010,1,9.61
Khabarovsk (New),2010,1,1002.97
Khanty-Mansiysk,2010,1,30.22
Khatanga,2010,1,56.34
Chelyabinsk (Balandino),2010,1,116.1
Reads (tub),2010,1,67.87
Yuzhno-(Khomutovo),2010,1,754.2
Yakutsk,2010,1,613.74
Yamburg,2010,1,2.91
Yaroslavl (Tunoshna),2010,1,705.4
Abakan,2009,1,40.1
Anapa (Vitjazevo),2009,1,16.48
Arkhangelsk (Talagy),2009,1,253.1
Astrakhan (Narimanovo),2009,1,18.98
Novy Urengoy,2009,1,20.0
Blagoveshchensk,2009,1,63.3
Bugulma,2009,1,0.76
Vladivostok (Knevichi),2009,1,687.3
Volgograd (Gumrak),2009,1,45.0
Vorkuta,2009,1,56.34
Voronezh (Chertovitskoe),2009,1,8.51
Ekaterinburg (Koltsovo),2009,1,631.95
Irkutsk,2009,1,742.0
Kazan,2009,1,120.2
Kemerovo,2009,1,252.8
Kogalym,2009,1,203.2
Komsomolsk-on-Amur,2009,1,50.6
Krasnodar (Paszkowski),2009,1,376.0
Krasnoyarsk (Emelyanovo),2009,1,682.61
red,2009,1,0.04
Zabaykalsk,2009,1,22.3
Magadan (Falcon),2009,1,167.0
Mineral water,2009,1,77.0
Peaceful,2009,1,1269.4
Moscow (Vnukovo),2009,1,1486.36
Moscow (Domodedovo),2009,1,5941.07
Moscow (Sheremetyevo),2009,1,7333.6
Murmansk,2009,1,61.4
Nadym,2009,1,41.55
Nizhnevartovsk,2009,1,122.7
Nizhny Novgorod (Strigino),2009,1,28.53
Nikolaevsk-on-Amur,2009,1,72.97
Novokuznetsk,2009,1,53.0
Novosibirsk (Tolmachyovo),2009,1,755.2
New Urengoy,2009,1,113.6
Norilsk,2009,1,993.17
Noyabrsk,2009,1,39.1
Omsk (central),2009,1,138.0
Orenburg (central),2009,1,11.75
Perm (Bolshoye Savino),2009,1,101.4
Petropavlovsk (Yelizovo),2009,1,421.27
Polar,2009,1,281.8
Rostov-on-Don,2009,1,397.0
Saint Petersburg (Pulkovo),2009,1,937.0
Saratov (central),2009,1,27.2
Sochi,2009,1,104.0
Stavropol (Shpakovskoye),2009,1,36.0
Surgut,2009,1,196.8
Syktyvkar,2009,1,43.56
Tiksi,2009,1,3.4
Tomsk (Bogashevo),2009,1,75.0
Tyumen (Roschino),2009,1,244.2
Ufa,2009,1,125.86
Khabarovsk (MVL),2009,1,23.0
Khabarovsk (New),2009,1,568.75
Khanty-Mansiysk,2009,1,30.33
Khatanga,2009,1,122.3
Chelyabinsk (Balandino),2009,1,114.99
Reads (tub),2009,1,46.47
Yuzhno-(Khomutovo),2009,1,730.6
Yakutsk,2009,1,456.1
Yamburg,2009,1,2.31
Yaroslavl (Tunoshna),2009,1,728.5
Abakan,2008,1,65.6
Anapa (Vitjazevo),2008,1,15.9
Arkhangelsk (Talagy),2008,1,397.1
Astrakhan (Narimanovo),2008,1,28.18
Novy Urengoy,2008,1,21.9
Blagoveshchensk,2008,1,117.5
Bugulma,2008,1,0.91
Vladivostok (Knevichi),2008,1,909.9
Volgograd (Gumrak),2008,1,52.0
Vorkuta,2008,1,17.98
Voronezh (Chertovitskoe),2008,1,9.59
Ekaterinburg (Koltsovo),2008,1,842.47
Irkutsk,2008,1,889.0
Kazan,2008,1,262.93
Kemerovo,2008,1,87.9
Kogalym,2008,1,10.5
Komsomolsk-on-Amur,2008,1,118.6
Krasnodar (Paszkowski),2008,1,373.0
Krasnoyarsk (Emelyanovo),2008,1,1099.95
red,2008,1,3.1
Zabaykalsk,2008,1,42.3
Magadan (Falcon),2008,1,134.0
Mineral water,2008,1,126.0
Peaceful,2008,1,1134.0
Moscow (Vnukovo),2008,1,1301.87
Moscow (Domodedovo),2008,1,7594.33
Moscow (Sheremetyevo),2008,1,9946.3
Murmansk,2008,1,76.8
Nadym,2008,1,58.3
Nizhnevartovsk,2008,1,506.2
Nizhny Novgorod (Strigino),2008,1,49.62
Nikolaevsk-on-Amur,2008,1,77.91
Novokuznetsk,2008,1,57.0
Novosibirsk (Tolmachyovo),2008,1,1159.9
New Urengoy,2008,1,173.0
Norilsk,2008,1,664.72
Noyabrsk,2008,1,70.9
Omsk (central),2008,1,207.0
Orenburg (central),2008,1,53.35
Perm (Bolshoye Savino),2008,1,147.91
Petropavlovsk (Yelizovo),2008,1,439.97
Polar,2008,1,423.5
Rostov-on-Don,2008,1,450.1
Saint Petersburg (Pulkovo),2008,1,1354.0
Saratov (central),2008,1,27.0
Sochi,2008,1,121.0
Stavropol (Shpakovskoye),2008,1,45.0
Surgut,2008,1,241.8
Syktyvkar,2008,1,47.16
Tiksi,2008,1,4.1
Tomsk (Bogashevo),2008,1,101.0
Tyumen (Roschino),2008,1,298.5
Ufa,2008,1,248.05
Khabarovsk (MVL),2008,1,25.2
Khabarovsk (New),2008,1,918.94
Khanty-Mansiysk,2008,1,44.36
Khatanga,2008,1,137.1
Chelyabinsk (Balandino),2008,1,137.12
Reads (tub),2008,1,134.04
Yuzhno-(Khomutovo),2008,1,824.9
Yakutsk,2008,1,571.2
Yamburg,2008,1,5.37
Yaroslavl (Tunoshna),2008,1,642.0
Abakan,2007,1,742.2
Anapa (Vitjazevo),2007,1,16.09
Arkhangelsk (Talagy),2007,1,437.6
Astrakhan (Narimanovo),2007,1,20.31
Novy Urengoy,2007,1,28.4
Blagoveshchensk,2007,1,101.1
Bugulma,2007,1,1.1
Vladivostok (Knevichi),2007,1,973.2
Volgograd (Gumrak),2007,1,39.0
Vorkuta,2007,1,15.88
Voronezh (Chertovitskoe),2007,1,7.77
Ekaterinburg (Koltsovo),2007,1,800.4
Irkutsk,2007,1,772.0
Kazan,2007,1,271.49
Kemerovo,2007,1,85.83
Kogalym,2007,1,60.0
Komsomolsk-on-Amur,2007,1,93.5
Krasnodar (Paszkowski),2007,1,338.0
Krasnoyarsk (Emelyanovo),2007,1,1017.95
red,2007,1,1.22
Zabaykalsk,2007,1,64.2
Magadan (Falcon),2007,1,198.0
Mineral water,2007,1,137.0
Peaceful,2007,1,933.6
Moscow (Vnukovo),2007,1,1235.75
Moscow (Domodedovo),2007,1,6424.92
Moscow (Sheremetyevo),2007,1,8893.0
Murmansk,2007,1,66.8
Nadym,2007,1,61.64
Nizhnevartovsk,2007,1,274.0
Nizhny Novgorod (Strigino),2007,1,30.2
Nikolaevsk-on-Amur,2007,1,110.5
Novokuznetsk,2007,1,38.0
Novosibirsk (Tolmachyovo),2007,1,804.0
New Urengoy,2007,1,146.9
Norilsk,2007,1,1360.72
Noyabrsk,2007,1,68.3
Omsk (central),2007,1,177.0
Orenburg (central),2007,1,38.24
Perm (Bolshoye Savino),2007,1,89.46
Petropavlovsk (Yelizovo),2007,1,466.12
Polar,2007,1,412.0
Rostov-on-Don,2007,1,305.9
Saint Petersburg (Pulkovo),2007,1,1236.0
Saratov (central),2007,1,31.0
Sochi,2007,1,82.0
Stavropol (Shpakovskoye),2007,1,50.0
Surgut,2007,1,296.7
Syktyvkar,2007,1,77.2
Tiksi,2007,1,14.7
Tomsk (Bogashevo),2007,1,100.0
Tyumen (Roschino),2007,1,258.3
Ufa,2007,1,144.84
Khabarovsk (MVL),2007,1,25.21
Khabarovsk (New),2007,1,651.69
Khanty-Mansiysk,2007,1,46.7
Khatanga,2007,1,115.7
Chelyabinsk (Balandino),2007,1,122.84
Reads (tub),2007,1,55.96
Yuzhno-(Khomutovo),2007,1,710.8
Yakutsk,2007,1,583.7
Yamburg,2007,1,3.55
Yaroslavl (Tunoshna),2007,1,847.0
Abakan,2020,2,0.0
Anapa (Vitjazevo),2020,2,0.0
Arkhangelsk (Talagy),2020,2,0.0
Astrakhan (Narimanovo),2020,2,0.0
Trip,2020,2,0.0
Barnaul (Titov Name),2020,2,0.0
Belgorod,2020,2,0.0
Novy Urengoy,2020,2,0.0
Blagoveshchensk (Ignatevo),2020,2,0.0
Bogorodskoe,2020,2,0.0
Bugulma,2020,2,0.0
Vladivostok (Knevichi),2020,2,0.0
Volgograd (Gumrak),2020,2,0.0
Vorkuta,2020,2,0.0
Voronezh (Chertovitskoe),2020,2,0.0
Ekaterinburg (Koltsovo),2020,2,0.0
Zeyskaya,2020,2,0.0
Ivanovo (Yuzhny),2020,2,0.0
Izhevsk,2020,2,0.0
Irkutsk,2020,2,0.0
Kazan,2020,2,0.0
Kaluga (Grabtsevo),2020,2,0.0
Kemerovo,2020,2,0.0
Keperveem,2020,2,0.0
Kirov (Pobedilovo),2020,2,0.0
Kogalym,2020,2,0.0
Komsomolsk-on-Amur,2020,2,0.0
Krasnodar (Paszkowski),2020,2,0.0
Krasnoyarsk,2020,2,0.0
Krasnoyarsk (Cheremshanka),2020,2,0.0
Kursk (Eastern),2020,2,0.0
red,2020,2,0.0
Zabaykalsk,2020,2,0.0
Magadan (Falcon),2020,2,0.0
Makhachkala (Uytash),2020,2,0.0
Mineral water,2020,2,0.0
Peaceful,2020,2,0.0
Moscow (Vnukovo),2020,2,0.0
Moscow (Domodedovo),2020,2,0.0
Moscow (Sheremetyevo),2020,2,0.0
Murmansk,2020,2,0.0
Nadym,2020,2,0.0
Nizhnevartovsk,2020,2,0.0
Kazan (Begiševo),2020,2,0.0
Nizhny Novgorod (Strigino),2020,2,0.0
Nikolaevsk-on-Amur,2020,2,0.0
Novokuznetsk (Spichenkovo),2020,2,0.0
Novosibirsk (Tolmachyovo),2020,2,0.0
New Urengoy,2020,2,0.0
Nogliki,2020,2,0.0
Norilsk,2020,2,0.0
Noyabrsk,2020,2,0.0
Omolon,2020,2,0.0
Omsk (central),2020,2,0.0
Omsukçan,2020,2,0.0
Orenburg (central),2020,2,0.0
Okha,2020,2,0.0
Okhotsk,2020,2,0.0
Penza,2020,2,0.0
Petropavlovsk (Yelizovo),2020,2,0.0
Polar,2020,2,0.0
Samara (Kurumoch),2020,2,0.0
Saint Petersburg (Pulkovo),2020,2,0.0
Saransk,2020,2,0.0
Sochi,2020,2,0.0
Stavropol (Shpakovskoye),2020,2,0.0
Strezhevoy,2020,2,0.0
Surgut,2020,2,0.0
Syktyvkar,2020,2,0.0
Tiksi,2020,2,0.0
Tomsk (Bogashevo),2020,2,0.0
Ust-Tsilma,2020,2,0.0
Tyumen (Roschino),2020,2,0.0
Ulyanovsk (Barataevka),2020,2,0.0
Ulyanovsk (East),2020,2,0.0
Ufa,2020,2,0.0
Khabarovsk (New),2020,2,0.0
Khanty-Mansiysk,2020,2,0.0
Khatanga,2020,2,0.0
Herpuchi,2020,2,0.0
Cheboksary,2020,2,0.0
Chelyabinsk (Balandino),2020,2,0.0
Reads (tub),2020,2,0.0
Çumikan,2020,2,0.0
Shakhtars'k,2020,2,0.0
Yuzhno-(Khomutovo),2020,2,0.0
Yakutsk,2020,2,0.0
Yamburg,2020,2,0.0
Yaroslavl (Tunoshna),2020,2,0.0
Abakan,2019,2,66.21
Anapa (Vitjazevo),2019,2,53.15
Arkhangelsk (Talagy),2019,2,118.7
Astrakhan (Narimanovo),2019,2,61.08
Trip,2019,2,2.7
Barnaul (Titov Name),2019,2,203.6
Belgorod,2019,2,5.07
Novy Urengoy,2019,2,2.9
Blagoveshchensk (Ignatevo),2019,2,224.5
Bogorodskoe,2019,2,0.1
Bugulma,2019,2,2.08
Vladivostok (Knevichi),2019,2,1587.26
Volgograd (Gumrak),2019,2,63.0
Vorkuta,2019,2,5.53
Voronezh (Chertovitskoe),2019,2,17.92
Ekaterinburg (Koltsovo),2019,2,1273.32
Zeyskaya,2019,2,0.26
Ivanovo (Yuzhny),2019,2,30.39
Irkutsk,2019,2,548.35
Kaluga (Grabtsevo),2019,2,0.57
Kemerovo,2019,2,109.01
Keperveem,2019,2,98.0
Kirov (Pobedilovo),2019,2,5.9
Kogalym,2019,2,3.11
Komsomolsk-on-Amur,2019,2,144.86
Krasnodar (Paszkowski),2019,2,407.07
Krasnoyarsk,2019,2,1151.4
Krasnoyarsk (Cheremshanka),2019,2,49.96
Kursk (Eastern),2019,2,0.2
red,2019,2,1.9
Zabaykalsk,2019,2,16.83
Magadan (Falcon),2019,2,565.0
Makhachkala (Uytash),2019,2,209.4
Mineral water,2019,2,115.36
Peaceful,2019,2,369.31
Moscow (Vnukovo),2019,2,3442.8
Moscow (Domodedovo),2019,2,7851.19
Moscow (Sheremetyevo),2019,2,20851.1
Murmansk,2019,2,128.22
Nadym,2019,2,24.45
Nizhnevartovsk,2019,2,200.7
Kazan (Begiševo),2019,2,35.26
Nizhny Novgorod (Strigino),2019,2,60.13
Nikolaevsk-on-Amur,2019,2,6.31
Novokuznetsk (Spichenkovo),2019,2,85.0
Novosibirsk (Tolmachyovo),2019,2,1941.5
New Urengoy,2019,2,307.97
Nogliki,2019,2,4.28
Norilsk,2019,2,916.29
Noyabrsk,2019,2,46.36
Omolon,2019,2,1.0
Omsk (central),2019,2,239.0
Omsukçan,2019,2,0.0
Orenburg (central),2019,2,81.65
Okha,2019,2,4.75
Okhotsk,2019,2,113.13
Penza,2019,2,0.63
Petropavlovsk (Yelizovo),2019,2,601.93
Pauline Osipenko,2019,2,0.0
Polar,2019,2,87.97
Samara (Kurumoch),2019,2,202.86
Saint Petersburg (Pulkovo),2019,2,1770.0
Saransk,2019,2,0.0
Saratov (central),2019,2,26.6
Sochi,2019,2,239.68
Stavropol (Shpakovskoye),2019,2,50.0
Strezhevoy,2019,2,2.6
Surgut,2019,2,244.9
Syktyvkar,2019,2,44.02
Tiksi,2019,2,21.78
Tomsk (Bogashevo),2019,2,140.09
Ust-Tsilma,2019,2,0.0
Tyumen (Roschino),2019,2,241.6
Ulyanovsk (Barataevka),2019,2,21.2
Ulyanovsk (East),2019,2,2.2
Ufa,2019,2,386.65
Khabarovsk (MVL),2019,2,0.0
Khabarovsk (New),2019,2,1582.55
Khanty-Mansiysk,2019,2,38.42
Khatanga,2019,2,0.0
Herpuchi,2019,2,0.16
Cheboksary,2019,2,2.9
Chelyabinsk (Balandino),2019,2,207.51
Reads (tub),2019,2,145.79
Çumikan,2019,2,1.39
Shakhtars'k,2019,2,0.0
Shushenskoe,2019,2,0.0
Ekimçan,2019,2,0.0
Yuzhno-(Khomutovo),2019,2,672.4
Yakutsk,2019,2,536.9
Yamburg,2019,2,0.0
Yaroslavl (Tunoshna),2019,2,0.0
Abakan,2018,2,60.98
Anapa (Vitjazevo),2018,2,50.43
Arkhangelsk (Talagy),2018,2,130.61
Astrakhan (Narimanovo),2018,2,53.47
Trip,2018,2,0.0
Barnaul (Titov Name),2018,2,0.0
Belgorod,2018,2,0.0
Novy Urengoy,2018,2,3.9
Blagoveshchensk,2018,2,173.1
Bogorodskoe,2018,2,0.0
Bugulma,2018,2,1.4
Vladivostok (Knevichi),2018,2,1663.7
Volgograd (Gumrak),2018,2,62.0
Vorkuta,2018,2,3.15
Voronezh (Chertovitskoe),2018,2,16.76
Ekaterinburg (Koltsovo),2018,2,1953.6
Zeyskaya,2018,2,0.0
Ivanovo (Yuzhny),2018,2,13.41
Irkutsk,2018,2,585.51
Kaluga,2018,2,0.0
Kemerovo,2018,2,99.62
Keperveem,2018,2,165.0
Kogalym,2018,2,73.64
Komsomolsk-on-Amur,2018,2,230.48
Krasnodar (Paszkowski),2018,2,490.62
Krasnoyarsk (Emelyanovo),2018,2,908.44
Kursk (Eastern),2018,2,0.0
red,2018,2,0.68
Zabaykalsk,2018,2,21.72
Magadan (Falcon),2018,2,0.0
Makhachkala (Uytash),2018,2,90.3
Mineral water,2018,2,115.89
Peaceful,2018,2,532.09
Moscow (Vnukovo),2018,2,5222.28
Moscow (Domodedovo),2018,2,10126.18
Moscow (Sheremetyevo),2018,2,19179.2
Murmansk,2018,2,129.69
Nadym,2018,2,25.43
Nizhnevartovsk,2018,2,320.5
Nizhny Novgorod (Strigino),2018,2,58.61
Nikolaevsk-on-Amur,2018,2,4.41
Novokuznetsk,2018,2,181.9
Novosibirsk (Tolmachyovo),2018,2,1669.4
New Urengoy,2018,2,357.8
Nogliki,2018,2,0.0
Norilsk,2018,2,1067.88
Noyabrsk,2018,2,51.8
Omolon,2018,2,0.0
Omsk (central),2018,2,230.0
Omsukçan,2018,2,0.0
Orenburg (central),2018,2,101.95
Okha,2018,2,0.0
Okhotsk,2018,2,0.0
Perm (Bolshoye Savino),2018,2,142.38
Petropavlovsk (Yelizovo),2018,2,585.98
Pauline Osipenko,2018,2,0.0
Polar,2018,2,27.71
Samara (Kurumoch),2018,2,220.64
Saint Petersburg (Pulkovo),2018,2,1894.0
Saratov (central),2018,2,32.4
Sochi,2018,2,213.77
Stavropol (Shpakovskoye),2018,2,58.0
Strezhevoy,2018,2,0.0
Surgut,2018,2,263.47
Syktyvkar,2018,2,42.12
Tiksi,2018,2,26.34
Tomsk (Bogashevo),2018,2,130.48
Ust-Tsilma,2018,2,0.0
Tyumen (Roschino),2018,2,276.7
Ufa,2018,2,249.35
Khabarovsk (MVL),2018,2,3.35
Khabarovsk (New),2018,2,1986.36
Khanty-Mansiysk,2018,2,38.12
Khatanga,2018,2,211.79
Herpuchi,2018,2,0.0
Chelyabinsk (Balandino),2018,2,233.28
Reads (tub),2018,2,182.45
Çumikan,2018,2,0.0
Shakhtars'k,2018,2,0.0
Ekimçan,2018,2,0.0
Yuzhno-(Khomutovo),2018,2,716.12
Yakutsk,2018,2,726.99
Yamburg,2018,2,0.1
Yaroslavl (Tunoshna),2018,2,186.05
Abakan,2017,2,77.08
Anapa (Vitjazevo),2017,2,37.88
Arkhangelsk (Talagy),2017,2,159.1
Astrakhan (Narimanovo),2017,2,55.32
Novy Urengoy,2017,2,0.0
Blagoveshchensk,2017,2,283.0
Bugulma,2017,2,2.37
Vladivostok (Knevichi),2017,2,1464.1
Volgograd (Gumrak),2017,2,55.0
Vorkuta,2017,2,7.31
Voronezh (Chertovitskoe),2017,2,5.7
Ekaterinburg (Koltsovo),2017,2,1463.22
Ivanovo (Yuzhny),2017,2,15.68
Irkutsk,2017,2,582.76
Kazan,2017,2,133.26
Kemerovo,2017,2,287.24
Kogalym,2017,2,11.01
Komsomolsk-on-Amur,2017,2,160.9
Krasnodar (Paszkowski),2017,2,391.05
Krasnoyarsk (Emelyanovo),2017,2,773.88
red,2017,2,0.85
Zabaykalsk,2017,2,22.63
Magadan (Falcon),2017,2,552.0
Mineral water,2017,2,133.36
Peaceful,2017,2,594.86
Moscow (Vnukovo),2017,2,4189.39
Moscow (Domodedovo),2017,2,9169.01
Moscow (Sheremetyevo),2017,2,17180.8
Murmansk,2017,2,116.8
Nadym,2017,2,21.47
Nizhnevartovsk,2017,2,360.8
Nizhny Novgorod (Strigino),2017,2,56.82
Nikolaevsk-on-Amur,2017,2,5.57
Novokuznetsk,2017,2,73.1
Novosibirsk (Tolmachyovo),2017,2,1572.5
New Urengoy,2017,2,352.6
Norilsk,2017,2,1215.47
Noyabrsk,2017,2,41.73
Omsk (central),2017,2,219.0
Orenburg (central),2017,2,71.89
Perm (Bolshoye Savino),2017,2,135.32
Petropavlovsk (Yelizovo),2017,2,441.5
Polar,2017,2,28.05
Rostov-on-Don,2017,2,276.7
Saint Petersburg (Pulkovo),2017,2,1782.0
Saratov (central),2017,2,28.2
Sochi,2017,2,242.73
Stavropol (Shpakovskoye),2017,2,61.0
Surgut,2017,2,239.0
Syktyvkar,2017,2,45.36
Tiksi,2017,2,56.15
Tomsk (Bogashevo),2017,2,124.99
Tyumen (Roschino),2017,2,268.3
Ufa,2017,2,301.42
Khabarovsk (MVL),2017,2,13.1
Khabarovsk (New),2017,2,1674.57
Khanty-Mansiysk,2017,2,33.06
Khatanga,2017,2,140.82
Chelyabinsk (Balandino),2017,2,228.37
Reads (tub),2017,2,180.85
Yuzhno-(Khomutovo),2017,2,710.59
Yakutsk,2017,2,575.56
Yamburg,2017,2,0.15
Yaroslavl (Tunoshna),2017,2,214.08
Abakan,2016,2,45.41
Anapa (Vitjazevo),2016,2,29.87
Arkhangelsk (Talagy),2016,2,164.6
Astrakhan (Narimanovo),2016,2,60.31
Novy Urengoy,2016,2,5.1
Blagoveshchensk,2016,2,182.2
Bugulma,2016,2,1.36
Vladivostok (Knevichi),2016,2,1307.8
Volgograd (Gumrak),2016,2,59.0
Vorkuta,2016,2,46.31
Voronezh (Chertovitskoe),2016,2,99.56
Ekaterinburg (Koltsovo),2016,2,2498.17
Ivanovo (Yuzhny),2016,2,122.65
Irkutsk,2016,2,530.14
Kazan,2016,2,161.06
Kemerovo,2016,2,285.9
Kogalym,2016,2,2.49
Komsomolsk-on-Amur,2016,2,281.0
Krasnodar (Paszkowski),2016,2,387.1
Krasnoyarsk (Emelyanovo),2016,2,877.77
red,2016,2,0.95
Zabaykalsk,2016,2,25.26
Magadan (Falcon),2016,2,504.0
Mineral water,2016,2,323.9
Peaceful,2016,2,583.79
Moscow (Vnukovo),2016,2,2355.04
Moscow (Domodedovo),2016,2,8687.58
Moscow (Sheremetyevo),2016,2,14612.3
Murmansk,2016,2,93.5
Nadym,2016,2,21.34
Nizhnevartovsk,2016,2,302.4
Nizhny Novgorod (Strigino),2016,2,60.85
Nikolaevsk-on-Amur,2016,2,5.7
Novokuznetsk,2016,2,65.1
Novosibirsk (Tolmachyovo),2016,2,1230.9
New Urengoy,2016,2,337.1
Norilsk,2016,2,1182.91
Noyabrsk,2016,2,40.14
Omsk (central),2016,2,197.0
Orenburg (central),2016,2,74.81
Perm (Bolshoye Savino),2016,2,151.91
Petropavlovsk (Yelizovo),2016,2,461.95
Polar,2016,2,34.08
Rostov-on-Don,2016,2,309.09
Saint Petersburg (Pulkovo),2016,2,1796.0
Saratov (central),2016,2,23.2
Sochi,2016,2,139.69
Stavropol (Shpakovskoye),2016,2,51.0
Surgut,2016,2,231.2
Syktyvkar,2016,2,42.83
Tiksi,2016,2,27.56
Tomsk (Bogashevo),2016,2,119.32
Tyumen (Roschino),2016,2,250.5
Ufa,2016,2,220.94
Khabarovsk (MVL),2016,2,2.6
Khabarovsk (New),2016,2,1540.99
Khanty-Mansiysk,2016,2,33.92
Khatanga,2016,2,80.16
Chelyabinsk (Balandino),2016,2,205.0
Reads (tub),2016,2,142.33
Yuzhno-(Khomutovo),2016,2,725.76
Yakutsk,2016,2,488.02
Yamburg,2016,2,1.96
Yaroslavl (Tunoshna),2016,2,291.42
Abakan,2015,2,47.97
Anapa (Vitjazevo),2015,2,40.72
Arkhangelsk (Talagy),2015,2,121.7
Astrakhan (Narimanovo),2015,2,102.42
Novy Urengoy,2015,2,8.6
Blagoveshchensk,2015,2,225.5
Bugulma,2015,2,0.52
Vladivostok (Knevichi),2015,2,1347.6
Volgograd (Gumrak),2015,2,61.0
Vorkuta,2015,2,37.53
Voronezh (Chertovitskoe),2015,2,6.01
Ekaterinburg (Koltsovo),2015,2,1677.27
Ivanovo (Yuzhny),2015,2,153.66
Irkutsk,2015,2,521.66
Kazan,2015,2,234.77
Kemerovo,2015,2,330.81
Kogalym,2015,2,0.52
Komsomolsk-on-Amur,2015,2,209.7
Krasnodar (Paszkowski),2015,2,419.38
Krasnoyarsk (Emelyanovo),2015,2,968.68
red,2015,2,6.12
Zabaykalsk,2015,2,34.22
Magadan (Falcon),2015,2,541.0
Mineral water,2015,2,107.9
Peaceful,2015,2,665.33
Moscow (Vnukovo),2015,2,2547.3
Moscow (Domodedovo),2015,2,9293.78
Moscow (Sheremetyevo),2015,2,11226.9
Murmansk,2015,2,92.2
Nadym,2015,2,27.09
Nizhnevartovsk,2015,2,443.4
Nizhny Novgorod (Strigino),2015,2,53.44
Nikolaevsk-on-Amur,2015,2,4.41
Novokuznetsk,2015,2,75.0
Novosibirsk (Tolmachyovo),2015,2,1567.1
New Urengoy,2015,2,206.9
Norilsk,2015,2,1278.21
Noyabrsk,2015,2,43.82
Omsk (central),2015,2,208.0
Orenburg (central),2015,2,76.79
Perm (Bolshoye Savino),2015,2,159.72
Petropavlovsk (Yelizovo),2015,2,532.66
Polar,2015,2,82.23
Rostov-on-Don,2015,2,341.4
Saint Petersburg (Pulkovo),2015,2,1508.0
Saratov (central),2015,2,32.4
Sochi,2015,2,218.64
Stavropol (Shpakovskoye),2015,2,58.0
Surgut,2015,2,271.3
Syktyvkar,2015,2,46.19
Tiksi,2015,2,6.8
Tomsk (Bogashevo),2015,2,125.52
Tyumen (Roschino),2015,2,258.4
Ufa,2015,2,214.71
Khabarovsk (MVL),2015,2,0.1
Khabarovsk (New),2015,2,1806.06
Khanty-Mansiysk,2015,2,42.59
Khatanga,2015,2,141.79
Chelyabinsk (Balandino),2015,2,167.32
Reads (tub),2015,2,148.86
Yuzhno-(Khomutovo),2015,2,703.99
Yakutsk,2015,2,625.15
Yamburg,2015,2,0.7
Yaroslavl (Tunoshna),2015,2,523.88
Abakan,2014,2,69.42
Anapa (Vitjazevo),2014,2,37.24
Arkhangelsk (Talagy),2014,2,152.6
Astrakhan (Narimanovo),2014,2,66.4
Novy Urengoy,2014,2,10.1
Blagoveshchensk,2014,2,182.3
Bugulma,2014,2,2.69
Vladivostok (Knevichi),2014,2,1644.2
Volgograd (Gumrak),2014,2,78.0
Vorkuta,2014,2,34.26
Voronezh (Chertovitskoe),2014,2,5.99
Ekaterinburg (Koltsovo),2014,2,1992.37
Ivanovo (Yuzhny),2014,2,65.26
Irkutsk,2014,2,700.09
Kazan,2014,2,302.0
Kemerovo,2014,2,307.82
Kogalym,2014,2,1.3
Komsomolsk-on-Amur,2014,2,158.7
Krasnodar (Paszkowski),2014,2,533.53
Krasnoyarsk (Emelyanovo),2014,2,1334.39
red,2014,2,1.29
Zabaykalsk,2014,2,29.65
Magadan (Falcon),2014,2,636.0
Mineral water,2014,2,101.3
Peaceful,2014,2,720.01
Moscow (Vnukovo),2014,2,2759.07
Moscow (Domodedovo),2014,2,11421.42
Moscow (Sheremetyevo),2014,2,13455.9
Murmansk,2014,2,125.5
Nadym,2014,2,36.49
Nizhnevartovsk,2014,2,552.0
Nizhny Novgorod (Strigino),2014,2,71.88
Nikolaevsk-on-Amur,2014,2,13.37
Novokuznetsk,2014,2,96.0
Novosibirsk (Tolmachyovo),2014,2,1664.5
New Urengoy,2014,2,196.5
Norilsk,2014,2,1331.62
Noyabrsk,2014,2,54.55
Omsk (central),2014,2,221.0
Orenburg (central),2014,2,81.69
Perm (Bolshoye Savino),2014,2,215.08
Petropavlovsk (Yelizovo),2014,2,612.43
Polar,2014,2,92.22
Rostov-on-Don,2014,2,405.2
Saint Petersburg (Pulkovo),2014,2,1832.0
Saratov (central),2014,2,46.7
Sochi,2014,2,618.09
